experiment_ID;timestamp;Person_pose_x;Person_pose_y;object_pose_x;object_pose_y;person_target_x;person_target_y;robot_pose_x;robot_pose_y;Collision_Edge;Node_Avoid;avoid_target_x;avoid_target_y
0;1710156188256;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156188272;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156188289;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156188303;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156188319;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156188341;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156188359;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156188382;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156188413;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156188444;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156188473;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156188512;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156188534;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156188562;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156188610;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156188634;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156188678;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156188711;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156188756;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156188819;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156188881;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156188940;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156188968;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156188988;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189006;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189026;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189052;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189071;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189095;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189117;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189150;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189168;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189184;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189201;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189216;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189240;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189260;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189276;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189295;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189309;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189338;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189355;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189370;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189392;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189405;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189433;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189449;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189464;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189479;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189496;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189509;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189535;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189553;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189572;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189589;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189601;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189620;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189642;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189656;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189670;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189695;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189709;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189738;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189757;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189771;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189786;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189800;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189816;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189834;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189852;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189866;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189881;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189896;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189916;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189938;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189956;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189980;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156189994;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190011;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190036;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190058;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190080;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190097;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190112;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190131;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190154;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190172;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190197;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190210;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190228;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190254;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190269;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190289;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190306;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190321;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190352;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190369;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190386;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190402;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190418;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190444;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190463;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190481;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190497;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190518;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190545;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190569;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190590;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190607;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190623;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190656;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190677;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190696;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190714;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190735;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190752;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190768;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190783;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190799;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190813;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190828;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190850;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190865;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190881;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190895;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190913;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190934;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190951;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190967;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156190986;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191005;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191020;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191053;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191072;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191093;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191111;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191133;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191156;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191174;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191198;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191218;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191244;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191261;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191279;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191294;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191312;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191338;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191358;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191391;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191408;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191425;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191460;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191480;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191496;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191518;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191557;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191577;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191593;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191616;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191643;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191666;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191686;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191705;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191735;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191763;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191787;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191810;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191823;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191844;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191858;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191877;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191899;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191914;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191932;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191953;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191966;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191982;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156191996;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156192010;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156192030;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156192049;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156192066;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156192085;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156192103;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156192129;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156192151;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156192168;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156192187;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
0;1710156192204;3.070070;1.518283;0.717979;0.290694;-3.203910;-1.527950;-2.940635;2.276112;0;0;0.000000;0.000000
